what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1319047024984
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1319047024984
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1319047024984
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1319047024984
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1319047024984
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1319047024984
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1319047024984
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1319047024984
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1319047025004
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1319047025004
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1319047025004
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1319047025004
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1319047025004
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1319047025014
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1319047025014
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1319047025014
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1319047025014
started,bundle,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.adt",1319047025014
started,bundle,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms",1319047025024
started,bundle,com.android.ide.eclipse.traceview,14.0.0.v201110171935-205994,"com.android.ide.eclipse.traceview",1319047025024
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1319047025024
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1319047025034
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1319047025034
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1319047025034
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1319047025034
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1319047025034
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1319047025034
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1319047025034
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1319047025034
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1319047025044
os,sysinfo,,,"win32",1319047025044
arch,sysinfo,,,"x86_64",1319047025044
ws,sysinfo,,,"win32",1319047025044
locale,sysinfo,,,"en_US",1319047025044
processors,sysinfo,,,"4",1319047025044
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1319047025044
java.runtime.version,sysinfo,,,"1.7.0-b147",1319047025044
java.specification.name,sysinfo,,,"Java Platform API Specification",1319047025044
java.specification.vendor,sysinfo,,,"Oracle Corporation",1319047025044
java.specification.version,sysinfo,,,"1.7",1319047025044
java.vendor,sysinfo,,,"Oracle Corporation",1319047025044
java.version,sysinfo,,,"1.7.0",1319047025044
java.vm.info,sysinfo,,,"mixed mode",1319047025044
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1319047025044
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1319047025044
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1319047025044
java.vm.specification.version,sysinfo,,,"1.7",1319047025044
java.vm.vendor,sysinfo,,,"Oracle Corporation",1319047025044
java.vm.version,sysinfo,,,"21.0-b17",1319047025044
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047054456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047058894
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1319047068983
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1319047069000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047086434
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047087435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047099639
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047125106
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047139072
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047142225
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047148930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047150145
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047151150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047151684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047152689
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047155163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047159658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047160689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047163931
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047165682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047168876
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047169869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047172724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047173885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047180480
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047182252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047188278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047189448
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1319047214818
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047227546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047241046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047253263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319047259181
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1319047290094
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1319047290353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1319047292452
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047317847
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1319047329741
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1319047329821
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1319047329886
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1319047329897
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319047330992
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319047331024
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1319047336451
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319047344539
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047369884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047370024
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047370170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047370337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047370508
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047370655
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1319047370808
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319047379823
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319047379999
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319047388386
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319047394557
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1319047397290
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319047397759
